M-oM-;M-?"project","access","year","month","day","articles__article","articles__views","articles__rank"^M
"lv.wikipedia","all-access","2018","01","all-days","Baltijas_valstis","832","599"^M
"lv.wikipedia","all-access","2018","01","all-days","SabiedrM-DM-+ba_ar_ierobeM-EM->otu_atbildM-DM-+bu","831","602"^M
"lv.wikipedia","all-access","2018","01","all-days","Gotika","830","603"^M
"lv.wikipedia","all-access","2018","01","all-days","Vikivietne","830","603"^M
"lv.wikipedia","all-access","2018","01","all-days","Intars_Busulis","830","603"^M
"lv.wikipedia","all-access","2018","01","all-days","MM-DM-^Ajas_vista","830","603"^M
"lv.wikipedia","all-access","2018","01","all-days","Ziemas_karM-EM-!","829","607"^M
"lv.wikipedia","all-access","2018","01","all-days","Himalaji","829","607"^M
"lv.wikipedia","all-access","2018","01","all-days","EmM-DM-+ls_DM-DM-^ArziM-EM-^FM-EM-!","829","607"^M
"lv.wikipedia","all-access","2018","01","all-days","Latvijas_NacionM-DM-^AlM-DM-^A_opera_un_balets","828","610"^M
"lv.wikipedia","all-access","2018","01","all-days","Luksemburga","826","611"^M
"lv.wikipedia","all-access","2018","01","all-days","AtmosfM-DM-^Sras_spiediens","825","612"^M
"lv.wikipedia","all-access","2018","01","all-days","Hanss_Kristians_Andersens","824","613"^M
"lv.wikipedia","all-access","2018","01","all-days","Latvijas_vM-DM-^Acu_okupM-DM-^Acija_(1941M-bM-^@M-^T1945)","824","613"^M
"lv.wikipedia","all-access","2018","01","all-days","RM-DM-+gas_pils","823","615"^M
"lv.wikipedia","all-access","2018","01","all-days","Divdabis","823","615"^M
"lv.wikipedia","all-access","2018","01","all-days","Aristotelis","822","617"^M
"lv.wikipedia","all-access","2018","01","all-days","AntM-DM-+kM-DM-^As_olimpiskM-DM-^As_spM-DM-^Sles","822","617"^M
"lv.wikipedia","all-access","2018","01","all-days","Vladimirs_M-DM-;eM-EM-^Fins","821","619"^M
"lv.wikipedia","all-access","2018","01","all-days","OkeM-DM-^Ans","821","619"^M
"lv.wikipedia","all-access","2018","01","all-days","DM-DM-^Argakmens","820","621"^M
"lv.wikipedia","all-access","2018","01","all-days","VM-DM-^Ssture","819","622"^M
"lv.wikipedia","all-access","2018","01","all-days","Special:NewPages","819","622"^M
"lv.wikipedia","all-access","2018","01","all-days","Astrida_LindgrM-DM-^Sna","814","624"^M
"lv.wikipedia","all-access","2018","01","all-days","Sinuss","814","624"^M
"lv.wikipedia","all-access","2018","01","all-days","Mobilais_telefons","813","626"^M
"lv.wikipedia","all-access","2018","01","all-days","Berze","811","627"^M
"lv.wikipedia","all-access","2018","01","all-days","Latvijas_kultM-EM-+rvM-DM-^Ssturiskie_novadi","808","628"^M
"lv.wikipedia","all-access","2018","01","all-days","AutomaM-EM-!M-DM-+na","808","628"^M
"lv.wikipedia","all-access","2018","01","all-days","Google","808","628"^M
"lv.wikipedia","all-access","2018","01","all-days","M-DM-6irzakas","807","631"^M
"lv.wikipedia","all-access","2018","01","all-days","LubM-DM-^Ans","807","631"^M
"lv.wikipedia","all-access","2018","01","all-days","Pneimonija","807","631"^M
"lv.wikipedia","all-access","2018","01","all-days","VikipM-DM-^Sdija:Aizmetnis","806","634"^M
"lv.wikipedia","all-access","2018","01","all-days","Lielie_M-DM-#eogrM-DM-^Afiskie_atklM-DM-^Ajumi","805","635"^M
"lv.wikipedia","all-access","2018","01","all-days","RadniecM-DM-+ba","804","636"^M
"lv.wikipedia","all-access","2018","01","all-days","I_VispM-DM-^ArM-DM-+gie_latvieM-EM-!u_DziedM-DM-^AM-EM-!anas_svM-DM-^Stki","803","637"^M
"lv.wikipedia","all-access","2018","01","all-days","Nervu_sistM-DM-^Sma","802","638"^M
"lv.wikipedia","all-access","2018","01","all-days","Kategorija:Latvijas_operdziedM-DM-^AtM-DM-^Aji","801","639"^M
"lv.wikipedia","all-access","2018","01","all-days","Tenerife","801","639"^M
"lv.wikipedia","all-access","2018","01","all-days","Facebook","800","641"^M
"lv.wikipedia","all-access","2018","01","all-days","Smadzenes","800","641"^M
"lv.wikipedia","all-access","2018","01","all-days","JM-DM-^Szus_Kristus","800","641"^M
"lv.wikipedia","all-access","2018","01","all-days","Poseidons","800","641"^M
"lv.wikipedia","all-access","2018","01","all-days","VM-DM-^SjM-EM-!","799","645"^M
"lv.wikipedia","all-access","2018","01","all-days","Koksne","798","646"^M
"lv.wikipedia","all-access","2018","01","all-days","AfrodM-DM-+te","797","647"^M
"lv.wikipedia","all-access","2018","01","all-days","GlezniecM-DM-+ba","797","647"^M
"lv.wikipedia","all-access","2018","01","all-days","AfganistM-DM-^Ana","797","647"^M
"lv.wikipedia","all-access","2018","01","all-days","SibM-DM-+rija","796","650"^M
"lv.wikipedia","all-access","2018","01","all-days","TaisnstM-EM-+ra_paralM-DM-^Slskaldnis","795","651"^M
"lv.wikipedia","all-access","2018","01","all-days","Janis_RozentM-DM-^Als","795","651"^M
"lv.wikipedia","all-access","2018","01","all-days","MaurM-DM-+cija","794","653"^M
"lv.wikipedia","all-access","2018","01","all-days","Kategorija:PM-EM-+M-EM-!amie_mM-EM-+zikas_instrumenti","793","654"^M
"lv.wikipedia","all-access","2018","01","all-days","GrieM-DM-7u_alfabM-DM-^Sts","792","655"^M
"lv.wikipedia","all-access","2018","01","all-days","UM-DM-<jana_Semjonova","788","656"^M
"lv.wikipedia","all-access","2018","01","all-days","Zobi","787","657"^M
"lv.wikipedia","all-access","2018","01","all-days","Special:SpecialPages","787","657"^M
"lv.wikipedia","all-access","2018","01","all-days","Alnis","786","659"^M
"lv.wikipedia","all-access","2018","01","all-days","MM-DM-^ArtiM-EM-^FM-EM-!_Luters","785","660"^M
"lv.wikipedia","all-access","2018","01","all-days","JM-DM-^Skabpils","784","661"^M
"lv.wikipedia","all-access","2018","01","all-days","MeM-EM->s","784","661"^M
"lv.wikipedia","all-access","2018","01","all-days","M-DM-"ipsis","784","661"^M
"lv.wikipedia","all-access","2018","01","all-days","RomM-DM-^Ans","783","664"^M
"lv.wikipedia","all-access","2018","01","all-days","Oskars_Kalpaks","782","665"^M
"lv.wikipedia","all-access","2018","01","all-days","RegM-DM-+na_Ezera","781","666"^M
"lv.wikipedia","all-access","2018","01","all-days","RM-DM-+gas_""Dinamo""","781","666"^M
"lv.wikipedia","all-access","2018","01","all-days","PakistM-DM-^Ana","780","668"^M
"lv.wikipedia","all-access","2018","01","all-days","Litrs","780","668"^M
"lv.wikipedia","all-access","2018","01","all-days","Balets","779","670"^M
"lv.wikipedia","all-access","2018","01","all-days","M-DM-6M-DM-+misko_elementu_saraksts","777","671"^M
"lv.wikipedia","all-access","2018","01","all-days","Latvijas_pievienoM-EM-!anM-DM-^As_Eiropas_SavienM-DM-+bai","777","671"^M
"lv.wikipedia","all-access","2018","01","all-days","Gregora_kalendM-DM-^Ars","777","671"^M
"lv.wikipedia","all-access","2018","01","all-days","Klusais_okeM-DM-^Ans","777","671"^M
"lv.wikipedia","all-access","2018","01","all-days","Melngalvju_nams","776","675"^M
"lv.wikipedia","all-access","2018","01","all-days","Atis_Kronvalds","774","676"^M
"lv.wikipedia","all-access","2018","01","all-days","M-EM- M-EM-+na","774","676"^M
"lv.wikipedia","all-access","2018","01","all-days","Zvaigzne","773","678"^M
"lv.wikipedia","all-access","2018","01","all-days","Kategorija:LatvieM-EM-!u_dievi","772","679"^M
"lv.wikipedia","all-access","2018","01","all-days","EtiM-DM-7skM-DM-^Abe","771","680"^M
"lv.wikipedia","all-access","2018","01","all-days","Virknes_un_paralM-DM-^Slais_slM-DM-^Sgums","771","680"^M
"lv.wikipedia","all-access","2018","01","all-days","ReklM-DM-^Ama","770","682"^M
"lv.wikipedia","all-access","2018","01","all-days","LM-DM-+bieM-EM-!i","769","683"^M
"lv.wikipedia","all-access","2018","01","all-days","Ivo_Martinsons","767","684"^M
"lv.wikipedia","all-access","2018","01","all-days","Aigars_Grauba","766","685"^M
"lv.wikipedia","all-access","2018","01","all-days","Dons","766","685"^M
"lv.wikipedia","all-access","2018","01","all-days","SaM-EM-+da_ArM-DM-^Abija","766","685"^M
"lv.wikipedia","all-access","2018","01","all-days","Baltijas_ceM-DM-<M-EM-!","766","685"^M
"lv.wikipedia","all-access","2018","01","all-days","NepM-DM-^Ala","766","685"^M
"lv.wikipedia","all-access","2018","01","all-days","Gaismas_M-DM-^Atrums","766","685"^M
"lv.wikipedia","all-access","2018","01","all-days","Vikingi","765","691"^M
"lv.wikipedia","all-access","2018","01","all-days","Eminem","764","692"^M
"lv.wikipedia","all-access","2018","01","all-days","NigM-DM-^Srija","763","693"^M
"lv.wikipedia","all-access","2018","01","all-days","Radiostacijas_LatvijM-DM-^A","762","694"^M
"lv.wikipedia","all-access","2018","01","all-days","EritrocM-DM-+ti","761","695"^M
"lv.wikipedia","all-access","2018","01","all-days","JurM-DM-#i","760","696"^M
"lv.wikipedia","all-access","2018","01","all-days","TM-DM-^SlniecM-DM-+ba","759","697"^M
"lv.wikipedia","all-access","2018","01","all-days","MuskuM-DM-<i","758","698"^M
"lv.wikipedia","all-access","2018","01","all-days","Viktors_KalniM-EM-^FM-EM-!","758","698"^M
"lv.wikipedia","all-access","2018","01","all-days","SinonM-DM-+ms","757","700"^M
"lv.wikipedia","all-access","2018","01","all-days","VidusjM-EM-+ra","757","700"^M
"lv.wikipedia","all-access","2018","01","all-days","Gaisma","756","702"^M
"lv.wikipedia","all-access","2018","01","all-days","DaiM-DM-<slidoM-EM-!ana","756","702"^M
"lv.wikipedia","all-access","2018","01","all-days","Apollons","755","704"^M
"lv.wikipedia","all-access","2018","01","all-days","Edvarts_Virza","755","704"^M
"lv.wikipedia","all-access","2018","01","all-days","Zelts","753","706"^M
"lv.wikipedia","all-access","2018","01","all-days","MaldM-DM-+vija","750","707"^M
"lv.wikipedia","all-access","2018","01","all-days","PortatM-DM-+vM-DM-^A_dokumenta_formM-DM-^Ats","749","708"^M
"lv.wikipedia","all-access","2018","01","all-days","RomM-DM-^Anika","748","709"^M
"lv.wikipedia","all-access","2018","01","all-days","Atoms","748","709"^M
"lv.wikipedia","all-access","2018","01","all-days","Jods_(elements)","747","711"^M
"lv.wikipedia","all-access","2018","01","all-days","LatvieM-EM-!u_ornamenti","746","712"^M
"lv.wikipedia","all-access","2018","01","all-days","DatortM-DM-+kls","744","713"^M
"lv.wikipedia","all-access","2018","01","all-days","Holokausts","742","714"^M
"lv.wikipedia","all-access","2018","01","all-days","ElektriskM-DM-^A_strM-DM-^Ava","741","715"^M
"lv.wikipedia","all-access","2018","01","all-days","Kubs","741","715"^M
"lv.wikipedia","all-access","2018","01","all-days","MM-DM-^Snesis","740","717"^M
"lv.wikipedia","all-access","2018","01","all-days","UzM-EM-^FM-DM-^Smums","740","717"^M
"lv.wikipedia","all-access","2018","01","all-days","DienvidrietumM-DM-^Azija","736","719"^M
"lv.wikipedia","all-access","2018","01","all-days","Baltais_stM-DM-^ArM-DM-7is","734","720"^M
"lv.wikipedia","all-access","2018","01","all-days","Francijas_pilsM-DM-^Stu_uzskaitM-DM-+jums","734","720"^M
"lv.wikipedia","all-access","2018","01","all-days","Asinsrites_orgM-DM-^Anu_sistM-DM-^Sma","734","720"^M
"lv.wikipedia","all-access","2018","01","all-days","Piens","734","720"^M
"lv.wikipedia","all-access","2018","01","all-days","ZiemeM-DM-<amerika","733","724"^M
"lv.wikipedia","all-access","2018","01","all-days","PM-DM-^Arkinsona_slimM-DM-+ba","733","724"^M
"lv.wikipedia","all-access","2018","01","all-days","AttM-DM-^Sls:Wiktionary-logo-en.png","733","724"^M
"lv.wikipedia","all-access","2018","01","all-days","Melnais_stM-DM-^ArM-DM-7is","732","727"^M
"lv.wikipedia","all-access","2018","01","all-days","DM-EM->ezs","732","727"^M
"lv.wikipedia","all-access","2018","01","all-days","Special:MobileOptions","732","727"^M
"lv.wikipedia","all-access","2018","01","all-days","Latvijas_NacionM-DM-^Alais_teM-DM-^Atris","731","730"^M
"lv.wikipedia","all-access","2018","01","all-days","MM-DM-^Ates_diena","731","730"^M
"lv.wikipedia","all-access","2018","01","all-days","VadM-DM-+bas_stils","730","732"^M
"lv.wikipedia","all-access","2018","01","all-days","Sekss","729","733"^M
"lv.wikipedia","all-access","2018","01","all-days","DionM-DM-+ss","729","733"^M
"lv.wikipedia","all-access","2018","01","all-days","Maiks_Taisons","728","735"^M
"lv.wikipedia","all-access","2018","01","all-days","Monako","727","736"^M
"lv.wikipedia","all-access","2018","01","all-days","Colla","726","737"^M
"lv.wikipedia","all-access","2018","01","all-days","IzkaisM-DM-+tM-DM-^A_skleroze","726","737"^M
"lv.wikipedia","all-access","2018","01","all-days","Kategorija:M-DM-^@frikas_valstis","724","739"^M
"lv.wikipedia","all-access","2018","01","all-days","SociM-DM-^Alisms","722","740"^M
"lv.wikipedia","all-access","2018","01","all-days","ZvaigznM-DM-^Ajs","722","740"^M
"lv.wikipedia","all-access","2018","01","all-days","Ludvigs_van_BM-DM-^Sthovens","721","742"^M
"lv.wikipedia","all-access","2018","01","all-days","Desmit_bauM-EM-!M-DM-<i","720","743"^M
"lv.wikipedia","all-access","2018","01","all-days","Vilis_LM-DM-^Acis","720","743"^M
"lv.wikipedia","all-access","2018","01","all-days","ApstM-DM-^AkM-DM-<a_vM-DM-^Ards","719","745"^M
"lv.wikipedia","all-access","2018","01","all-days","M-DM-^RrM-DM-#eles","716","746"^M
"lv.wikipedia","all-access","2018","01","all-days","Pablo_Eskobars","713","747"^M
"lv.wikipedia","all-access","2018","01","all-days","VeM-DM-#etM-DM-^Arisms","713","747"^M
"lv.wikipedia","all-access","2018","01","all-days","Vilhelms_PurvM-DM-+tis","713","747"^M
"lv.wikipedia","all-access","2018","01","all-days","HM-DM-^Srakls","712","750"^M
"lv.wikipedia","all-access","2018","01","all-days","Latvijas_NacionM-DM-^Alie_bruM-EM-^Fotie_spM-DM-^Ski","712","750"^M
"lv.wikipedia","all-access","2018","01","all-days","Aleksandrs_Lielais","712","750"^M
"lv.wikipedia","all-access","2018","01","all-days","LoM-DM-#istika","712","750"^M
"lv.wikipedia","all-access","2018","01","all-days","VikipM-DM-^Sdija_latvieM-EM-!u_valodM-DM-^A","711","754"^M
"lv.wikipedia","all-access","2018","01","all-days","Gliemji","710","755"^M
"lv.wikipedia","all-access","2018","01","all-days","Etiopija","710","755"^M
"lv.wikipedia","all-access","2018","01","all-days","Tinis","709","757"^M
"lv.wikipedia","all-access","2018","01","all-days","Latvijas_augstM-DM-^Akie_pauguri","709","757"^M
"lv.wikipedia","all-access","2018","01","all-days","LatvieM-EM-!u_tautastM-DM-^Srpi","708","759"^M
"lv.wikipedia","all-access","2018","01","all-days","SM-DM-^Slija","708","759"^M
"lv.wikipedia","all-access","2018","01","all-days","2018._gada_laikapstM-DM-^AkM-DM-<i_LatvijM-DM-^A","707","761"^M
"lv.wikipedia","all-access","2018","01","all-days","Laosa","707","761"^M
"lv.wikipedia","all-access","2018","01","all-days","AmpM-DM-^Srs","706","763"^M
"lv.wikipedia","all-access","2018","01","all-days","AtM-DM-^Sna","704","764"^M
"lv.wikipedia","all-access","2018","01","all-days","Harijs_Poters_(filmu_sM-DM-^Srija)","701","765"^M
"lv.wikipedia","all-access","2018","01","all-days","Arktika","701","765"^M
"lv.wikipedia","all-access","2018","01","all-days","RM-DM-+gas_SvM-DM-^StM-DM-^A_PM-DM-^Stera_baznM-DM-+ca","701","765"^M
"lv.wikipedia","all-access","2018","01","all-days","Jumis","700","768"^M
"lv.wikipedia","all-access","2018","01","all-days","Sokrats","700","768"^M
"lv.wikipedia","all-access","2018","01","all-days","RenM-DM-^Ars_Kaupers","700","768"^M
"lv.wikipedia","all-access","2018","01","all-days","KarbonskM-DM-^Abes","700","768"^M
"lv.wikipedia","all-access","2018","01","all-days","PiesM-DM-^ArM-EM-^Fojums","699","772"^M
"lv.wikipedia","all-access","2018","01","all-days","MM-DM-^ArtiM-EM-^FM-EM-!_Vilsons","699","772"^M
"lv.wikipedia","all-access","2018","01","all-days","Viela","699","772"^M
"lv.wikipedia","all-access","2018","01","all-days","AnM-EM-!lavs_EglM-DM-+tis","698","775"^M
"lv.wikipedia","all-access","2018","01","all-days","VegM-DM-^Anisms","698","775"^M
"lv.wikipedia","all-access","2018","01","all-days","Aleksandrs_Kublinskis","697","777"^M
"lv.wikipedia","all-access","2018","01","all-days","M-DM-^@da","697","777"^M
"lv.wikipedia","all-access","2018","01","all-days","20._gadsimts","696","779"^M
"lv.wikipedia","all-access","2018","01","all-days","Pablo_Pikaso","696","779"^M
"lv.wikipedia","all-access","2018","01","all-days","LidmaM-EM-!M-DM-+na","696","779"^M
"lv.wikipedia","all-access","2018","01","all-days","VecrM-DM-+ga","695","782"^M
"lv.wikipedia","all-access","2018","01","all-days","Garais_gads","695","782"^M
"lv.wikipedia","all-access","2018","01","all-days","M-DM-"eogrM-DM-^AfiskM-DM-^A_koordinM-DM-^Atu_sistM-DM-^Sma","694","784"^M
"lv.wikipedia","all-access","2018","01","all-days","AnM-DM-^Smija","694","784"^M
"lv.wikipedia","all-access","2018","01","all-days","GalvaspilsM-DM-^Stu_uzskaitM-DM-+jums","694","784"^M
"lv.wikipedia","all-access","2018","01","all-days","PiramM-DM-+da","693","787"^M
"lv.wikipedia","all-access","2018","01","all-days","KM-DM-^ApinM-DM-^AM-EM-!ana","693","787"^M
"lv.wikipedia","all-access","2018","01","all-days","Dainis_GrM-EM-+be","691","789"^M
"lv.wikipedia","all-access","2018","01","all-days","StaM-DM-<ingradas_kauja","690","790"^M
"lv.wikipedia","all-access","2018","01","all-days","RM-DM-+gas_Doms","689","791"^M
"lv.wikipedia","all-access","2018","01","all-days","DalM-DM-^AmM-DM-+bas_pazM-DM-+mes","689","791"^M
"lv.wikipedia","all-access","2018","01","all-days","PM-DM-^Steris_I","688","793"^M
"lv.wikipedia","all-access","2018","01","all-days","Krievijas_upju_uzskaitM-DM-+jums","688","793"^M
"lv.wikipedia","all-access","2018","01","all-days","KM-EM-+dra","688","793"^M
"lv.wikipedia","all-access","2018","01","all-days","ZemgaM-DM-<i","686","796"^M
"lv.wikipedia","all-access","2018","01","all-days","AtM-DM-^Snas","686","796"^M
"lv.wikipedia","all-access","2018","01","all-days","BM-DM-+bele","686","796"^M
"lv.wikipedia","all-access","2018","01","all-days","Kategorija:StM-DM-+gu_instrumenti","685","799"^M
"lv.wikipedia","all-access","2018","01","all-days","Elektriskais_lauks","685","799"^M
"lv.wikipedia","all-access","2018","01","all-days","Zviedru_Vidzeme","684","801"^M
"lv.wikipedia","all-access","2018","01","all-days","Maslova_vajadzM-DM-+bu_hierarhija","684","801"^M
"lv.wikipedia","all-access","2018","01","all-days","PareizticM-DM-+ba","684","801"^M
"lv.wikipedia","all-access","2018","01","all-days","GrM-DM-^Amata","683","804"^M
"lv.wikipedia","all-access","2018","01","all-days","Rimi_Baltic","683","804"^M
"lv.wikipedia","all-access","2018","01","all-days","Keramika","682","806"^M
"lv.wikipedia","all-access","2018","01","all-days","Kristofors_Kolumbs","682","806"^M
"lv.wikipedia","all-access","2018","01","all-days","KonservatM-DM-+visms","681","808"^M
"lv.wikipedia","all-access","2018","01","all-days","Apollo_(portM-DM-^Als)","681","808"^M
"lv.wikipedia","all-access","2018","01","all-days","Latvijas_Tautas_fronte","681","808"^M
"lv.wikipedia","all-access","2018","01","all-days","Aleksandrs_GrM-DM-+ns","680","811"^M
"lv.wikipedia","all-access","2018","01","all-days","Biatlons","680","811"^M
"lv.wikipedia","all-access","2018","01","all-days","Republika","679","813"^M
"lv.wikipedia","all-access","2018","01","all-days","Viljams_M-EM- ekspM-DM-+rs","679","813"^M
"lv.wikipedia","all-access","2018","01","all-days","PriedM-DM-^Sklis","679","813"^M
"lv.wikipedia","all-access","2018","01","all-days","ZirnekM-DM-<i","679","813"^M
"lv.wikipedia","all-access","2018","01","all-days","PsiholoM-DM-#ija","678","817"^M
"lv.wikipedia","all-access","2018","01","all-days","Vilis_PlM-EM-+dons","677","818"^M
"lv.wikipedia","all-access","2018","01","all-days","Sports_LatvijM-DM-^A","677","818"^M
"lv.wikipedia","all-access","2018","01","all-days","OksidM-DM-^SM-EM-!anas_pakM-DM-^Ape","677","818"^M
"lv.wikipedia","all-access","2018","01","all-days","Marksisms","677","818"^M
"lv.wikipedia","all-access","2018","01","all-days","Kategorija:Latvijas_dzejnieki","674","822"^M
"lv.wikipedia","all-access","2018","01","all-days","BrM-DM-+vM-DM-^As_kriM-EM-!anas_paM-DM-^AtrinM-DM-^Ajums","670","823"^M
"lv.wikipedia","all-access","2018","01","all-days","Televizors","670","823"^M
"lv.wikipedia","all-access","2018","01","all-days","KvadrM-DM-^AtvienM-DM-^Adojums","670","823"^M
"lv.wikipedia","all-access","2018","01","all-days","Parastais_kadiM-DM-7is","670","823"^M
"lv.wikipedia","all-access","2018","01","all-days","Supernova_2018","669","827"^M
"lv.wikipedia","all-access","2018","01","all-days","Stirna","669","827"^M
"lv.wikipedia","all-access","2018","01","all-days","Special:MyTalk","668","829"^M
"lv.wikipedia","all-access","2018","01","all-days","Atlantijas_okeM-DM-^Ans","668","829"^M
"lv.wikipedia","all-access","2018","01","all-days","Peru","667","831"^M
"lv.wikipedia","all-access","2018","01","all-days","Andris_KeiM-EM-!s","667","831"^M
"lv.wikipedia","all-access","2018","01","all-days","Alla_PugaM-DM-^Mova","666","833"^M
"lv.wikipedia","all-access","2018","01","all-days","M-DM-^Rriks_Niedra","666","833"^M
"lv.wikipedia","all-access","2018","01","all-days","Vaboles","666","833"^M
"lv.wikipedia","all-access","2018","01","all-days","Laiks","666","833"^M
"lv.wikipedia","all-access","2018","01","all-days","Fricis_BM-DM-^Arda","666","833"^M
"lv.wikipedia","all-access","2018","01","all-days","Latvijas_SociM-DM-^AlistiskM-DM-^A_Padomju_Republika","665","838"^M
"lv.wikipedia","all-access","2018","01","all-days","AminoskM-DM-^Abes","665","838"^M
"lv.wikipedia","all-access","2018","01","all-days","Anna_KareM-EM-^Fina","664","840"^M
"lv.wikipedia","all-access","2018","01","all-days","Skotija","663","841"^M
"lv.wikipedia","all-access","2018","01","all-days","SocioloM-DM-#ija","661","842"^M
"lv.wikipedia","all-access","2018","01","all-days","SkM-DM-^Arda_katedrM-DM-^Ale","660","843"^M
"lv.wikipedia","all-access","2018","01","all-days","Malaizija","660","843"^M
"lv.wikipedia","all-access","2018","01","all-days","Gada_putns_LatvijM-DM-^A","659","845"^M
"lv.wikipedia","all-access","2018","01","all-days","Gaujas_nacionM-DM-^Alais_parks","659","845"^M
"lv.wikipedia","all-access","2018","01","all-days","CilvM-DM-^Ska_skelets","659","845"^M
"lv.wikipedia","all-access","2018","01","all-days","AzerbaidM-EM->M-DM-^Ana","657","848"^M
"lv.wikipedia","all-access","2018","01","all-days","Tibeta","656","849"^M
"lv.wikipedia","all-access","2018","01","all-days","Ogre","656","849"^M
"lv.wikipedia","all-access","2018","01","all-days","Kategorija:LiteratM-EM-+ras_M-EM->anri","656","849"^M
"lv.wikipedia","all-access","2018","01","all-days","Ezers","655","852"^M
"lv.wikipedia","all-access","2018","01","all-days","Zemes_garoza","655","852"^M
"lv.wikipedia","all-access","2018","01","all-days","Vladimirs_KM-DM-<iM-DM-^Mko","652","854"^M
"lv.wikipedia","all-access","2018","01","all-days","SkM-DM-^Abes","652","854"^M
"lv.wikipedia","all-access","2018","01","all-days","LM-EM-+M-EM-!i","651","856"^M
"lv.wikipedia","all-access","2018","01","all-days","SaderinM-DM-^AM-EM-!anM-DM-^As_gredzens","651","856"^M
"lv.wikipedia","all-access","2018","01","all-days","Florida","650","858"^M
"lv.wikipedia","all-access","2018","01","all-days","TaisnstM-EM-+ris","649","859"^M
"lv.wikipedia","all-access","2018","01","all-days","MM-DM-^ArtiM-EM-^FM-EM-!_ZM-DM-+verts","649","859"^M
"lv.wikipedia","all-access","2018","01","all-days","M-EM- M-EM-+nas_organoM-DM-+di","648","861"^M
"lv.wikipedia","all-access","2018","01","all-days","Burtnieks","648","861"^M
"lv.wikipedia","all-access","2018","01","all-days","Tatjana_MikuM-EM-!ina","647","863"^M
"lv.wikipedia","all-access","2018","01","all-days","Pasaka","646","864"^M
"lv.wikipedia","all-access","2018","01","all-days","MeM-EM->a_tipi_LatvijM-DM-^A","646","864"^M
"lv.wikipedia","all-access","2018","01","all-days","ZaM-DM-7i","646","864"^M
"lv.wikipedia","all-access","2018","01","all-days","TM-DM-+M-DM-#eris","645","867"^M
"lv.wikipedia","all-access","2018","01","all-days","Difterija","645","867"^M
"lv.wikipedia","all-access","2018","01","all-days","KM-DM-^Arlis_ZM-DM-^Ale","644","869"^M
"lv.wikipedia","all-access","2018","01","all-days","KriM-EM-!tianu_Ronaldu","644","869"^M
"lv.wikipedia","all-access","2018","01","all-days","EirM-DM-^Azija","644","869"^M
"lv.wikipedia","all-access","2018","01","all-days","VM-DM-^Szis_(slimM-DM-+ba)","642","872"^M
"lv.wikipedia","all-access","2018","01","all-days","Krokodilu_kM-DM-^Arta","642","872"^M
"lv.wikipedia","all-access","2018","01","all-days","OgM-DM-<M-EM-+deM-EM-^FraM-EM->i","642","872"^M
"lv.wikipedia","all-access","2018","01","all-days","Pulkstenis","641","875"^M
"lv.wikipedia","all-access","2018","01","all-days","FotogrM-DM-^Afija","641","875"^M
"lv.wikipedia","all-access","2018","01","all-days","Purva_bruM-EM-^Furupucis","640","877"^M
"lv.wikipedia","all-access","2018","01","all-days","PersonM-DM-^AlM-DM-^A_datora_aparatM-EM-+ra","640","877"^M
"lv.wikipedia","all-access","2018","01","all-days","MM-DM-^Sness_aptumsums","640","877"^M
"lv.wikipedia","all-access","2018","01","all-days","BaikM-DM-^Als","640","877"^M
"lv.wikipedia","all-access","2018","01","all-days","Tautas_padome","640","877"^M
"lv.wikipedia","all-access","2018","01","all-days","OsmaM-EM-^Fu_impM-DM-^Srijas_izaugsme","640","877"^M
"lv.wikipedia","all-access","2018","01","all-days","12._janvM-DM-^Aris","639","883"^M
"lv.wikipedia","all-access","2018","01","all-days","Moldova","639","883"^M
"lv.wikipedia","all-access","2018","01","all-days","LatvieM-EM-!u_literatM-EM-+ra","638","885"^M
"lv.wikipedia","all-access","2018","01","all-days","Vinsents_van_Gogs","638","885"^M
"lv.wikipedia","all-access","2018","01","all-days","ISO_3166-1","637","887"^M
"lv.wikipedia","all-access","2018","01","all-days","DM-EM->emma_Skulme","637","887"^M
"lv.wikipedia","all-access","2018","01","all-days","Gripa","637","887"^M
"lv.wikipedia","all-access","2018","01","all-days","UniversM-DM-^Alais_koordinM-DM-^Stais_laiks","637","887"^M
"lv.wikipedia","all-access","2018","01","all-days","JM-EM-+lijs_CM-DM-^Szars","637","887"^M
"lv.wikipedia","all-access","2018","01","all-days","Dainas","637","887"^M
"lv.wikipedia","all-access","2018","01","all-days","DienvidaustrumM-DM-^Azija","636","893"^M
"lv.wikipedia","all-access","2018","01","all-days","Radio","636","893"^M
"lv.wikipedia","all-access","2018","01","all-days","Luijs_XIV","636","893"^M
"lv.wikipedia","all-access","2018","01","all-days","KurM-EM-!i","636","893"^M
"lv.wikipedia","all-access","2018","01","all-days","VM-DM-^Acu_valoda","635","897"^M
"lv.wikipedia","all-access","2018","01","all-days","Parastais_ozols","635","897"^M
"lv.wikipedia","all-access","2018","01","all-days","HalovM-DM-+ns","634","899"^M
"lv.wikipedia","all-access","2018","01","all-days","Sports","633","900"^M
"lv.wikipedia","all-access","2018","01","all-days","AritmM-DM-^StiskM-DM-^A_progresija","632","901"^M
"lv.wikipedia","all-access","2018","01","all-days","BermontiM-DM-^Ade","632","901"^M
"lv.wikipedia","all-access","2018","01","all-days","HalogM-DM-^Sni","631","903"^M
"lv.wikipedia","all-access","2018","01","all-days","Juris_Podnieks","631","903"^M
